year,dow,hour,accidents
1999,Monday,0,356
1999,Monday,1,197
1999,Monday,2,111
1999,Monday,3,112
1999,Monday,4,100
1999,Monday,5,221
1999,Monday,6,589
1999,Monday,7,1589
1999,Monday,8,3021
1999,Monday,9,1900
1999,Monday,10,1477
1999,Monday,11,1674
1999,Monday,12,1911
1999,Monday,13,2014
1999,Monday,14,2004
1999,Monday,15,2728
1999,Monday,16,2892
1999,Monday,17,3366
1999,Monday,18,2394
1999,Monday,19,1702
1999,Monday,20,1148
1999,Monday,21,972
1999,Monday,22,768
1999,Monday,23,561
1999,Tuesday,0,307
1999,Tuesday,1,186
1999,Tuesday,2,132
1999,Tuesday,3,94
1999,Tuesday,4,98
1999,Tuesday,5,238
1999,Tuesday,6,558
1999,Tuesday,7,1684
1999,Tuesday,8,3421
1999,Tuesday,9,2113
1999,Tuesday,10,1596
1999,Tuesday,11,1715
1999,Tuesday,12,1853
1999,Tuesday,13,2008
1999,Tuesday,14,1831
1999,Tuesday,15,2607
1999,Tuesday,16,2850
1999,Tuesday,17,3281
1999,Tuesday,18,2411
1999,Tuesday,19,1753
1999,Tuesday,20,1225
1999,Tuesday,21,963
1999,Tuesday,22,699
1999,Tuesday,23,615
1999,Wednesday,0,317
1999,Wednesday,1,179
1999,Wednesday,2,154
1999,Wednesday,3,107
1999,Wednesday,4,89
1999,Wednesday,5,230
1999,Wednesday,6,524
1999,Wednesday,7,1643
1999,Wednesday,8,3170
1999,Wednesday,9,1937
1999,Wednesday,10,1515
1999,Wednesday,11,1645
1999,Wednesday,12,1855
1999,Wednesday,13,1975
1999,Wednesday,14,1824
1999,Wednesday,15,2607
1999,Wednesday,16,2807
1999,Wednesday,17,3428
1999,Wednesday,18,2539
1999,Wednesday,19,1818
1999,Wednesday,20,1222
1999,Wednesday,21,947
1999,Wednesday,22,866
1999,Wednesday,23,683
1999,Thursday,0,336
1999,Thursday,1,218
1999,Thursday,2,159
1999,Thursday,3,92
1999,Thursday,4,112
1999,Thursday,5,219
1999,Thursday,6,547
1999,Thursday,7,1656
1999,Thursday,8,3229
1999,Thursday,9,1957
1999,Thursday,10,1603
1999,Thursday,11,1727
1999,Thursday,12,2054
1999,Thursday,13,1970
1999,Thursday,14,1911
1999,Thursday,15,2580
1999,Thursday,16,2883
1999,Thursday,17,3279
1999,Thursday,18,2635
1999,Thursday,19,1883
1999,Thursday,20,1420
1999,Thursday,21,1087
1999,Thursday,22,861
1999,Thursday,23,728
1999,Friday,0,501
1999,Friday,1,345
1999,Friday,2,296
1999,Friday,3,165
1999,Friday,4,122
1999,Friday,5,241
1999,Friday,6,489
1999,Friday,7,1480
1999,Friday,8,2925
1999,Friday,9,1864
1999,Friday,10,1599
1999,Friday,11,1784
1999,Friday,12,2246
1999,Friday,13,2340
1999,Friday,14,2208
1999,Friday,15,3140
1999,Friday,16,3315
1999,Friday,17,3408
1999,Friday,18,2695
1999,Friday,19,2366
1999,Friday,20,1729
1999,Friday,21,1297
1999,Friday,22,1177
1999,Friday,23,1308
1999,Saturday,0,928
1999,Saturday,1,693
1999,Saturday,2,605
1999,Saturday,3,347
1999,Saturday,4,211
1999,Saturday,5,228
1999,Saturday,6,343
1999,Saturday,7,575
1999,Saturday,8,907
1999,Saturday,9,1196
1999,Saturday,10,1731
1999,Saturday,11,2223
1999,Saturday,12,2428
1999,Saturday,13,2470
1999,Saturday,14,2316
1999,Saturday,15,2186
1999,Saturday,16,2120
1999,Saturday,17,2235
1999,Saturday,18,2025
1999,Saturday,19,1828
1999,Saturday,20,1275
1999,Saturday,21,1007
1999,Saturday,22,895
1999,Saturday,23,1086
1999,Sunday,0,835
1999,Sunday,1,634
1999,Sunday,2,619
1999,Sunday,3,351
1999,Sunday,4,230
1999,Sunday,5,208
1999,Sunday,6,231
1999,Sunday,7,302
1999,Sunday,8,460
1999,Sunday,9,752
1999,Sunday,10,1280
1999,Sunday,11,1555
1999,Sunday,12,1983
1999,Sunday,13,1810
1999,Sunday,14,1990
1999,Sunday,15,1909
1999,Sunday,16,1883
1999,Sunday,17,1784
1999,Sunday,18,1598
1999,Sunday,19,1394
1999,Sunday,20,1182
1999,Sunday,21,937
1999,Sunday,22,771
1999,Sunday,23,812
2000,Monday,0,387
2000,Monday,1,227
2000,Monday,2,137
2000,Monday,3,115
2000,Monday,4,111
2000,Monday,5,234
2000,Monday,6,582
2000,Monday,7,1588
2000,Monday,8,2945
2000,Monday,9,1837
2000,Monday,10,1501
2000,Monday,11,1707
2000,Monday,12,1880
2000,Monday,13,2022
2000,Monday,14,1986
2000,Monday,15,2687
2000,Monday,16,2856
2000,Monday,17,3270
2000,Monday,18,2334
2000,Monday,19,1663
2000,Monday,20,1192
2000,Monday,21,984
2000,Monday,22,754
2000,Monday,23,550
2000,Tuesday,0,326
2000,Tuesday,1,177
2000,Tuesday,2,172
2000,Tuesday,3,106
2000,Tuesday,4,79
2000,Tuesday,5,224
2000,Tuesday,6,544
2000,Tuesday,7,1534
2000,Tuesday,8,3046
2000,Tuesday,9,1866
2000,Tuesday,10,1509
2000,Tuesday,11,1676
2000,Tuesday,12,1841
2000,Tuesday,13,1927
2000,Tuesday,14,1893
2000,Tuesday,15,2665
2000,Tuesday,16,2770
2000,Tuesday,17,3458
2000,Tuesday,18,2535
2000,Tuesday,19,1799
2000,Tuesday,20,1237
2000,Tuesday,21,1014
2000,Tuesday,22,812
2000,Tuesday,23,571
2000,Wednesday,0,327
2000,Wednesday,1,181
2000,Wednesday,2,139
2000,Wednesday,3,122
2000,Wednesday,4,98
2000,Wednesday,5,243
2000,Wednesday,6,560
2000,Wednesday,7,1640
2000,Wednesday,8,3176
2000,Wednesday,9,1921
2000,Wednesday,10,1512
2000,Wednesday,11,1565
2000,Wednesday,12,1784
2000,Wednesday,13,1885
2000,Wednesday,14,1757
2000,Wednesday,15,2498
2000,Wednesday,16,2782
2000,Wednesday,17,3378
2000,Wednesday,18,2472
2000,Wednesday,19,1764
2000,Wednesday,20,1231
2000,Wednesday,21,951
2000,Wednesday,22,810
2000,Wednesday,23,600
2000,Thursday,0,341
2000,Thursday,1,202
2000,Thursday,2,170
2000,Thursday,3,98
2000,Thursday,4,96
2000,Thursday,5,238
2000,Thursday,6,554
2000,Thursday,7,1725
2000,Thursday,8,3173
2000,Thursday,9,2056
2000,Thursday,10,1532
2000,Thursday,11,1707
2000,Thursday,12,1882
2000,Thursday,13,1954
2000,Thursday,14,1811
2000,Thursday,15,2565
2000,Thursday,16,2823
2000,Thursday,17,3493
2000,Thursday,18,2560
2000,Thursday,19,1760
2000,Thursday,20,1371
2000,Thursday,21,1081
2000,Thursday,22,862
2000,Thursday,23,770
2000,Friday,0,429
2000,Friday,1,312
2000,Friday,2,266
2000,Friday,3,147
2000,Friday,4,102
2000,Friday,5,240
2000,Friday,6,524
2000,Friday,7,1596
2000,Friday,8,2977
2000,Friday,9,1973
2000,Friday,10,1578
2000,Friday,11,1886
2000,Friday,12,2112
2000,Friday,13,2357
2000,Friday,14,2355
2000,Friday,15,3108
2000,Friday,16,3420
2000,Friday,17,3443
2000,Friday,18,2595
2000,Friday,19,2124
2000,Friday,20,1665
2000,Friday,21,1299
2000,Friday,22,1150
2000,Friday,23,1308
2000,Saturday,0,953
2000,Saturday,1,753
2000,Saturday,2,694
2000,Saturday,3,453
2000,Saturday,4,237
2000,Saturday,5,285
2000,Saturday,6,316
2000,Saturday,7,567
2000,Saturday,8,816
2000,Saturday,9,1189
2000,Saturday,10,1645
2000,Saturday,11,2231
2000,Saturday,12,2501
2000,Saturday,13,2461
2000,Saturday,14,2366
2000,Saturday,15,2205
2000,Saturday,16,2137
2000,Saturday,17,2292
2000,Saturday,18,2132
2000,Saturday,19,1734
2000,Saturday,20,1357
2000,Saturday,21,1031
2000,Saturday,22,979
2000,Saturday,23,1150
2000,Sunday,0,950
2000,Sunday,1,770
2000,Sunday,2,683
2000,Sunday,3,424
2000,Sunday,4,262
2000,Sunday,5,193
2000,Sunday,6,240
2000,Sunday,7,347
2000,Sunday,8,422
2000,Sunday,9,671
2000,Sunday,10,1183
2000,Sunday,11,1491
2000,Sunday,12,1852
2000,Sunday,13,1905
2000,Sunday,14,1839
2000,Sunday,15,1921
2000,Sunday,16,1912
2000,Sunday,17,1820
2000,Sunday,18,1673
2000,Sunday,19,1498
2000,Sunday,20,1168
2000,Sunday,21,965
2000,Sunday,22,851
2000,Sunday,23,808
2001,Monday,0,412
2001,Monday,1,274
2001,Monday,2,168
2001,Monday,3,121
2001,Monday,4,107
2001,Monday,5,202
2001,Monday,6,571
2001,Monday,7,1590
2001,Monday,8,2937
2001,Monday,9,1908
2001,Monday,10,1548
2001,Monday,11,1638
2001,Monday,12,1883
2001,Monday,13,1935
2001,Monday,14,1878
2001,Monday,15,2605
2001,Monday,16,2731
2001,Monday,17,3105
2001,Monday,18,2267
2001,Monday,19,1675
2001,Monday,20,1189
2001,Monday,21,913
2001,Monday,22,734
2001,Monday,23,563
2001,Tuesday,0,299
2001,Tuesday,1,173
2001,Tuesday,2,158
2001,Tuesday,3,95
2001,Tuesday,4,92
2001,Tuesday,5,205
2001,Tuesday,6,558
2001,Tuesday,7,1680
2001,Tuesday,8,3000
2001,Tuesday,9,1902
2001,Tuesday,10,1496
2001,Tuesday,11,1621
2001,Tuesday,12,1762
2001,Tuesday,13,1916
2001,Tuesday,14,1786
2001,Tuesday,15,2513
2001,Tuesday,16,2780
2001,Tuesday,17,3244
2001,Tuesday,18,2513
2001,Tuesday,19,1722
2001,Tuesday,20,1220
2001,Tuesday,21,989
2001,Tuesday,22,750
2001,Tuesday,23,601
2001,Wednesday,0,324
2001,Wednesday,1,197
2001,Wednesday,2,122
2001,Wednesday,3,92
2001,Wednesday,4,81
2001,Wednesday,5,241
2001,Wednesday,6,538
2001,Wednesday,7,1626
2001,Wednesday,8,3094
2001,Wednesday,9,1937
2001,Wednesday,10,1486
2001,Wednesday,11,1597
2001,Wednesday,12,1929
2001,Wednesday,13,1923
2001,Wednesday,14,1844
2001,Wednesday,15,2519
2001,Wednesday,16,2798
2001,Wednesday,17,3370
2001,Wednesday,18,2497
2001,Wednesday,19,1838
2001,Wednesday,20,1222
2001,Wednesday,21,1074
2001,Wednesday,22,846
2001,Wednesday,23,683
2001,Thursday,0,392
2001,Thursday,1,208
2001,Thursday,2,196
2001,Thursday,3,121
2001,Thursday,4,116
2001,Thursday,5,253
2001,Thursday,6,601
2001,Thursday,7,1731
2001,Thursday,8,3090
2001,Thursday,9,1986
2001,Thursday,10,1503
2001,Thursday,11,1626
2001,Thursday,12,1829
2001,Thursday,13,1835
2001,Thursday,14,1845
2001,Thursday,15,2588
2001,Thursday,16,2812
2001,Thursday,17,3244
2001,Thursday,18,2503
2001,Thursday,19,1727
2001,Thursday,20,1338
2001,Thursday,21,1050
2001,Thursday,22,871
2001,Thursday,23,719
2001,Friday,0,445
2001,Friday,1,284
2001,Friday,2,278
2001,Friday,3,159
2001,Friday,4,125
2001,Friday,5,241
2001,Friday,6,557
2001,Friday,7,1476
2001,Friday,8,2745
2001,Friday,9,1722
2001,Friday,10,1484
2001,Friday,11,1722
2001,Friday,12,2006
2001,Friday,13,2182
2001,Friday,14,2264
2001,Friday,15,3101
2001,Friday,16,3126
2001,Friday,17,3239
2001,Friday,18,2598
2001,Friday,19,2167
2001,Friday,20,1702
2001,Friday,21,1281
2001,Friday,22,1212
2001,Friday,23,1286
2001,Saturday,0,954
2001,Saturday,1,726
2001,Saturday,2,708
2001,Saturday,3,414
2001,Saturday,4,252
2001,Saturday,5,233
2001,Saturday,6,340
2001,Saturday,7,525
2001,Saturday,8,871
2001,Saturday,9,1126
2001,Saturday,10,1612
2001,Saturday,11,2127
2001,Saturday,12,2442
2001,Saturday,13,2350
2001,Saturday,14,2371
2001,Saturday,15,2162
2001,Saturday,16,2130
2001,Saturday,17,2148
2001,Saturday,18,1912
2001,Saturday,19,1673
2001,Saturday,20,1304
2001,Saturday,21,1125
2001,Saturday,22,1006
2001,Saturday,23,1108
2001,Sunday,0,926
2001,Sunday,1,718
2001,Sunday,2,718
2001,Sunday,3,428
2001,Sunday,4,271
2001,Sunday,5,218
2001,Sunday,6,240
2001,Sunday,7,325
2001,Sunday,8,485
2001,Sunday,9,722
2001,Sunday,10,1115
2001,Sunday,11,1461
2001,Sunday,12,1793
2001,Sunday,13,1753
2001,Sunday,14,1857
2001,Sunday,15,1802
2001,Sunday,16,1800
2001,Sunday,17,1734
2001,Sunday,18,1591
2001,Sunday,19,1359
2001,Sunday,20,1178
2001,Sunday,21,939
2001,Sunday,22,895
2001,Sunday,23,773
2002,Monday,0,383
2002,Monday,1,270
2002,Monday,2,146
2002,Monday,3,117
2002,Monday,4,108
2002,Monday,5,210
2002,Monday,6,502
2002,Monday,7,1551
2002,Monday,8,2777
2002,Monday,9,1787
2002,Monday,10,1442
2002,Monday,11,1605
2002,Monday,12,1817
2002,Monday,13,1954
2002,Monday,14,1819
2002,Monday,15,2533
2002,Monday,16,2625
2002,Monday,17,3111
2002,Monday,18,2224
2002,Monday,19,1573
2002,Monday,20,1166
2002,Monday,21,899
2002,Monday,22,837
2002,Monday,23,557
2002,Tuesday,0,359
2002,Tuesday,1,216
2002,Tuesday,2,156
2002,Tuesday,3,130
2002,Tuesday,4,105
2002,Tuesday,5,211
2002,Tuesday,6,532
2002,Tuesday,7,1458
2002,Tuesday,8,2916
2002,Tuesday,9,1739
2002,Tuesday,10,1436
2002,Tuesday,11,1512
2002,Tuesday,12,1797
2002,Tuesday,13,1809
2002,Tuesday,14,1749
2002,Tuesday,15,2372
2002,Tuesday,16,2593
2002,Tuesday,17,3115
2002,Tuesday,18,2213
2002,Tuesday,19,1720
2002,Tuesday,20,1245
2002,Tuesday,21,967
2002,Tuesday,22,785
2002,Tuesday,23,581
2002,Wednesday,0,342
2002,Wednesday,1,168
2002,Wednesday,2,139
2002,Wednesday,3,102
2002,Wednesday,4,89
2002,Wednesday,5,212
2002,Wednesday,6,548
2002,Wednesday,7,1571
2002,Wednesday,8,2782
2002,Wednesday,9,1775
2002,Wednesday,10,1465
2002,Wednesday,11,1540
2002,Wednesday,12,1792
2002,Wednesday,13,1830
2002,Wednesday,14,1738
2002,Wednesday,15,2533
2002,Wednesday,16,2687
2002,Wednesday,17,3140
2002,Wednesday,18,2381
2002,Wednesday,19,1747
2002,Wednesday,20,1247
2002,Wednesday,21,961
2002,Wednesday,22,845
2002,Wednesday,23,632
2002,Thursday,0,354
2002,Thursday,1,221
2002,Thursday,2,155
2002,Thursday,3,119
2002,Thursday,4,108
2002,Thursday,5,244
2002,Thursday,6,522
2002,Thursday,7,1519
2002,Thursday,8,2812
2002,Thursday,9,1850
2002,Thursday,10,1426
2002,Thursday,11,1509
2002,Thursday,12,1757
2002,Thursday,13,1885
2002,Thursday,14,1775
2002,Thursday,15,2426
2002,Thursday,16,2739
2002,Thursday,17,3151
2002,Thursday,18,2332
2002,Thursday,19,1712
2002,Thursday,20,1324
2002,Thursday,21,1045
2002,Thursday,22,916
2002,Thursday,23,751
2002,Friday,0,470
2002,Friday,1,275
2002,Friday,2,258
2002,Friday,3,179
2002,Friday,4,126
2002,Friday,5,229
2002,Friday,6,546
2002,Friday,7,1403
2002,Friday,8,2665
2002,Friday,9,1809
2002,Friday,10,1478
2002,Friday,11,1729
2002,Friday,12,2201
2002,Friday,13,2278
2002,Friday,14,2191
2002,Friday,15,3028
2002,Friday,16,3360
2002,Friday,17,3201
2002,Friday,18,2569
2002,Friday,19,2139
2002,Friday,20,1739
2002,Friday,21,1309
2002,Friday,22,1261
2002,Friday,23,1226
2002,Saturday,0,946
2002,Saturday,1,751
2002,Saturday,2,707
2002,Saturday,3,470
2002,Saturday,4,238
2002,Saturday,5,235
2002,Saturday,6,299
2002,Saturday,7,515
2002,Saturday,8,766
2002,Saturday,9,1028
2002,Saturday,10,1601
2002,Saturday,11,2063
2002,Saturday,12,2241
2002,Saturday,13,2164
2002,Saturday,14,2153
2002,Saturday,15,2099
2002,Saturday,16,2021
2002,Saturday,17,2003
2002,Saturday,18,1873
2002,Saturday,19,1568
2002,Saturday,20,1318
2002,Saturday,21,1004
2002,Saturday,22,1025
2002,Saturday,23,1112
2002,Sunday,0,928
2002,Sunday,1,775
2002,Sunday,2,772
2002,Sunday,3,489
2002,Sunday,4,259
2002,Sunday,5,200
2002,Sunday,6,231
2002,Sunday,7,294
2002,Sunday,8,364
2002,Sunday,9,645
2002,Sunday,10,1058
2002,Sunday,11,1350
2002,Sunday,12,1671
2002,Sunday,13,1740
2002,Sunday,14,1789
2002,Sunday,15,1780
2002,Sunday,16,1817
2002,Sunday,17,1796
2002,Sunday,18,1591
2002,Sunday,19,1500
2002,Sunday,20,1175
2002,Sunday,21,956
2002,Sunday,22,823
2002,Sunday,23,767
2003,Monday,0,405
2003,Monday,1,253
2003,Monday,2,156
2003,Monday,3,117
2003,Monday,4,97
2003,Monday,5,194
2003,Monday,6,545
2003,Monday,7,1462
2003,Monday,8,2734
2003,Monday,9,1794
2003,Monday,10,1458
2003,Monday,11,1579
2003,Monday,12,1782
2003,Monday,13,1881
2003,Monday,14,1746
2003,Monday,15,2437
2003,Monday,16,2625
2003,Monday,17,3005
2003,Monday,18,2154
2003,Monday,19,1474
2003,Monday,20,1047
2003,Monday,21,853
2003,Monday,22,724
2003,Monday,23,569
2003,Tuesday,0,311
2003,Tuesday,1,172
2003,Tuesday,2,131
2003,Tuesday,3,115
2003,Tuesday,4,99
2003,Tuesday,5,180
2003,Tuesday,6,520
2003,Tuesday,7,1426
2003,Tuesday,8,2695
2003,Tuesday,9,1666
2003,Tuesday,10,1386
2003,Tuesday,11,1476
2003,Tuesday,12,1677
2003,Tuesday,13,1777
2003,Tuesday,14,1667
2003,Tuesday,15,2424
2003,Tuesday,16,2634
2003,Tuesday,17,3075
2003,Tuesday,18,2143
2003,Tuesday,19,1604
2003,Tuesday,20,1170
2003,Tuesday,21,933
2003,Tuesday,22,754
2003,Tuesday,23,576
2003,Wednesday,0,369
2003,Wednesday,1,229
2003,Wednesday,2,174
2003,Wednesday,3,134
2003,Wednesday,4,112
2003,Wednesday,5,192
2003,Wednesday,6,524
2003,Wednesday,7,1444
2003,Wednesday,8,2770
2003,Wednesday,9,1719
2003,Wednesday,10,1378
2003,Wednesday,11,1518
2003,Wednesday,12,1662
2003,Wednesday,13,1807
2003,Wednesday,14,1746
2003,Wednesday,15,2362
2003,Wednesday,16,2634
2003,Wednesday,17,3052
2003,Wednesday,18,2292
2003,Wednesday,19,1595
2003,Wednesday,20,1217
2003,Wednesday,21,910
2003,Wednesday,22,849
2003,Wednesday,23,629
2003,Thursday,0,344
2003,Thursday,1,229
2003,Thursday,2,184
2003,Thursday,3,105
2003,Thursday,4,101
2003,Thursday,5,184
2003,Thursday,6,511
2003,Thursday,7,1494
2003,Thursday,8,2670
2003,Thursday,9,1790
2003,Thursday,10,1311
2003,Thursday,11,1474
2003,Thursday,12,1772
2003,Thursday,13,1844
2003,Thursday,14,1686
2003,Thursday,15,2400
2003,Thursday,16,2540
2003,Thursday,17,3003
2003,Thursday,18,2263
2003,Thursday,19,1685
2003,Thursday,20,1224
2003,Thursday,21,1044
2003,Thursday,22,758
2003,Thursday,23,752
2003,Friday,0,443
2003,Friday,1,315
2003,Friday,2,282
2003,Friday,3,153
2003,Friday,4,121
2003,Friday,5,229
2003,Friday,6,472
2003,Friday,7,1406
2003,Friday,8,2536
2003,Friday,9,1721
2003,Friday,10,1487
2003,Friday,11,1672
2003,Friday,12,2092
2003,Friday,13,2189
2003,Friday,14,2091
2003,Friday,15,2891
2003,Friday,16,3109
2003,Friday,17,3180
2003,Friday,18,2423
2003,Friday,19,1930
2003,Friday,20,1531
2003,Friday,21,1218
2003,Friday,22,1122
2003,Friday,23,1209
2003,Saturday,0,934
2003,Saturday,1,728
2003,Saturday,2,721
2003,Saturday,3,436
2003,Saturday,4,255
2003,Saturday,5,214
2003,Saturday,6,308
2003,Saturday,7,493
2003,Saturday,8,761
2003,Saturday,9,1046
2003,Saturday,10,1468
2003,Saturday,11,1975
2003,Saturday,12,2175
2003,Saturday,13,2117
2003,Saturday,14,2092
2003,Saturday,15,1974
2003,Saturday,16,1861
2003,Saturday,17,2013
2003,Saturday,18,1841
2003,Saturday,19,1595
2003,Saturday,20,1261
2003,Saturday,21,972
2003,Saturday,22,972
2003,Saturday,23,1039
2003,Sunday,0,910
2003,Sunday,1,770
2003,Sunday,2,729
2003,Sunday,3,469
2003,Sunday,4,220
2003,Sunday,5,164
2003,Sunday,6,209
2003,Sunday,7,303
2003,Sunday,8,429
2003,Sunday,9,682
2003,Sunday,10,1057
2003,Sunday,11,1371
2003,Sunday,12,1747
2003,Sunday,13,1798
2003,Sunday,14,1852
2003,Sunday,15,1760
2003,Sunday,16,1716
2003,Sunday,17,1732
2003,Sunday,18,1504
2003,Sunday,19,1377
2003,Sunday,20,1152
2003,Sunday,21,857
2003,Sunday,22,776
2003,Sunday,23,715
2004,Monday,0,382
2004,Monday,1,232
2004,Monday,2,147
2004,Monday,3,94
2004,Monday,4,83
2004,Monday,5,203
2004,Monday,6,484
2004,Monday,7,1388
2004,Monday,8,2496
2004,Monday,9,1624
2004,Monday,10,1277
2004,Monday,11,1362
2004,Monday,12,1622
2004,Monday,13,1703
2004,Monday,14,1601
2004,Monday,15,2320
2004,Monday,16,2525
2004,Monday,17,2818
2004,Monday,18,1996
2004,Monday,19,1493
2004,Monday,20,1031
2004,Monday,21,843
2004,Monday,22,698
2004,Monday,23,512
2004,Tuesday,0,287
2004,Tuesday,1,184
2004,Tuesday,2,147
2004,Tuesday,3,91
2004,Tuesday,4,101
2004,Tuesday,5,171
2004,Tuesday,6,529
2004,Tuesday,7,1469
2004,Tuesday,8,2803
2004,Tuesday,9,1678
2004,Tuesday,10,1336
2004,Tuesday,11,1501
2004,Tuesday,12,1646
2004,Tuesday,13,1755
2004,Tuesday,14,1710
2004,Tuesday,15,2377
2004,Tuesday,16,2629
2004,Tuesday,17,3008
2004,Tuesday,18,2234
2004,Tuesday,19,1570
2004,Tuesday,20,1103
2004,Tuesday,21,930
2004,Tuesday,22,716
2004,Tuesday,23,519
2004,Wednesday,0,298
2004,Wednesday,1,168
2004,Wednesday,2,137
2004,Wednesday,3,111
2004,Wednesday,4,88
2004,Wednesday,5,206
2004,Wednesday,6,520
2004,Wednesday,7,1548
2004,Wednesday,8,2817
2004,Wednesday,9,1691
2004,Wednesday,10,1308
2004,Wednesday,11,1417
2004,Wednesday,12,1655
2004,Wednesday,13,1680
2004,Wednesday,14,1633
2004,Wednesday,15,2328
2004,Wednesday,16,2605
2004,Wednesday,17,3026
2004,Wednesday,18,2299
2004,Wednesday,19,1649
2004,Wednesday,20,1142
2004,Wednesday,21,935
2004,Wednesday,22,840
2004,Wednesday,23,583
2004,Thursday,0,383
2004,Thursday,1,242
2004,Thursday,2,211
2004,Thursday,3,122
2004,Thursday,4,124
2004,Thursday,5,216
2004,Thursday,6,532
2004,Thursday,7,1520
2004,Thursday,8,2739
2004,Thursday,9,1772
2004,Thursday,10,1338
2004,Thursday,11,1511
2004,Thursday,12,1653
2004,Thursday,13,1837
2004,Thursday,14,1731
2004,Thursday,15,2411
2004,Thursday,16,2733
2004,Thursday,17,2998
2004,Thursday,18,2199
2004,Thursday,19,1588
2004,Thursday,20,1151
2004,Thursday,21,961
2004,Thursday,22,813
2004,Thursday,23,753
2004,Friday,0,440
2004,Friday,1,288
2004,Friday,2,272
2004,Friday,3,172
2004,Friday,4,144
2004,Friday,5,250
2004,Friday,6,552
2004,Friday,7,1355
2004,Friday,8,2396
2004,Friday,9,1670
2004,Friday,10,1431
2004,Friday,11,1627
2004,Friday,12,1984
2004,Friday,13,1991
2004,Friday,14,2123
2004,Friday,15,2796
2004,Friday,16,2892
2004,Friday,17,2879
2004,Friday,18,2305
2004,Friday,19,1925
2004,Friday,20,1539
2004,Friday,21,1285
2004,Friday,22,1050
2004,Friday,23,1151
2004,Saturday,0,915
2004,Saturday,1,665
2004,Saturday,2,688
2004,Saturday,3,409
2004,Saturday,4,234
2004,Saturday,5,230
2004,Saturday,6,292
2004,Saturday,7,437
2004,Saturday,8,739
2004,Saturday,9,1026
2004,Saturday,10,1400
2004,Saturday,11,2018
2004,Saturday,12,2165
2004,Saturday,13,2004
2004,Saturday,14,1978
2004,Saturday,15,1797
2004,Saturday,16,1905
2004,Saturday,17,1902
2004,Saturday,18,1725
2004,Saturday,19,1496
2004,Saturday,20,1280
2004,Saturday,21,971
2004,Saturday,22,922
2004,Saturday,23,1084
2004,Sunday,0,886
2004,Sunday,1,723
2004,Sunday,2,678
2004,Sunday,3,454
2004,Sunday,4,264
2004,Sunday,5,201
2004,Sunday,6,205
2004,Sunday,7,326
2004,Sunday,8,407
2004,Sunday,9,621
2004,Sunday,10,1078
2004,Sunday,11,1312
2004,Sunday,12,1584
2004,Sunday,13,1638
2004,Sunday,14,1627
2004,Sunday,15,1668
2004,Sunday,16,1592
2004,Sunday,17,1545
2004,Sunday,18,1489
2004,Sunday,19,1240
2004,Sunday,20,1026
2004,Sunday,21,883
2004,Sunday,22,737
2004,Sunday,23,647
2005,Monday,0,340
2005,Monday,1,227
2005,Monday,2,156
2005,Monday,3,70
2005,Monday,4,113
2005,Monday,5,212
2005,Monday,6,476
2005,Monday,7,1293
2005,Monday,8,2393
2005,Monday,9,1489
2005,Monday,10,1255
2005,Monday,11,1426
2005,Monday,12,1564
2005,Monday,13,1620
2005,Monday,14,1637
2005,Monday,15,2148
2005,Monday,16,2297
2005,Monday,17,2694
2005,Monday,18,1905
2005,Monday,19,1447
2005,Monday,20,1016
2005,Monday,21,877
2005,Monday,22,667
2005,Monday,23,481
2005,Tuesday,0,310
2005,Tuesday,1,149
2005,Tuesday,2,161
2005,Tuesday,3,102
2005,Tuesday,4,92
2005,Tuesday,5,187
2005,Tuesday,6,482
2005,Tuesday,7,1399
2005,Tuesday,8,2556
2005,Tuesday,9,1628
2005,Tuesday,10,1281
2005,Tuesday,11,1353
2005,Tuesday,12,1552
2005,Tuesday,13,1617
2005,Tuesday,14,1609
2005,Tuesday,15,2341
2005,Tuesday,16,2522
2005,Tuesday,17,2972
2005,Tuesday,18,2086
2005,Tuesday,19,1499
2005,Tuesday,20,1086
2005,Tuesday,21,941
2005,Tuesday,22,723
2005,Tuesday,23,562
2005,Wednesday,0,294
2005,Wednesday,1,159
2005,Wednesday,2,125
2005,Wednesday,3,102
2005,Wednesday,4,88
2005,Wednesday,5,190
2005,Wednesday,6,541
2005,Wednesday,7,1498
2005,Wednesday,8,2774
2005,Wednesday,9,1702
2005,Wednesday,10,1307
2005,Wednesday,11,1433
2005,Wednesday,12,1650
2005,Wednesday,13,1715
2005,Wednesday,14,1648
2005,Wednesday,15,2332
2005,Wednesday,16,2542
2005,Wednesday,17,2950
2005,Wednesday,18,2215
2005,Wednesday,19,1614
2005,Wednesday,20,1173
2005,Wednesday,21,901
2005,Wednesday,22,784
2005,Wednesday,23,625
2005,Thursday,0,312
2005,Thursday,1,200
2005,Thursday,2,148
2005,Thursday,3,118
2005,Thursday,4,84
2005,Thursday,5,178
2005,Thursday,6,500
2005,Thursday,7,1373
2005,Thursday,8,2638
2005,Thursday,9,1643
2005,Thursday,10,1226
2005,Thursday,11,1404
2005,Thursday,12,1587
2005,Thursday,13,1654
2005,Thursday,14,1636
2005,Thursday,15,2329
2005,Thursday,16,2495
2005,Thursday,17,2914
2005,Thursday,18,2051
2005,Thursday,19,1559
2005,Thursday,20,1170
2005,Thursday,21,973
2005,Thursday,22,856
2005,Thursday,23,678
2005,Friday,0,416
2005,Friday,1,252
2005,Friday,2,258
2005,Friday,3,148
2005,Friday,4,136
